step,1,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/kl_loss,actor/kl_coef,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_per_token_ms/ref,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_per_token_ms/adv,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/testing,timing_s/save_checkpoint,eval_pass,call,causci/control_acc,causci/effect_acc,causci/method_acc,causci/mre,causci/outcome_acc,causci/treatment_acc,cladder/overall_acc,cladder/rung1_acc,cladder/rung2_acc,cladder/rung3_acc
10.0,,25723.0,32774.0,7051.0,29635.0,29742.0,29662.5,0.059956569224596024,0.00014171409972732363,0.01,-0.0005372304283082485,0.0,0.0,0.0,0.02062215656042099,0.1277058706234728,88.7075424194336,90.21875,321.3006134033203,2e-05,10.0,0.0,-0.8581250309944153,0.75,-1.0,-0.8581250309944153,0.75,-1.0,-0.003515795338898897,1.4999982118606567,-0.49999943375587463,-0.003515795338898897,1.4999982118606567,-0.49999943375587463,280.875,1320.0,113.0,0.0,280.875,1320.0,113.0,0.0,0.0,1202.25,1893.0,1108.0,0.0,3.65109954145737e-05,7.677664756774902,12.745950698852539,3.059584617614746,0.25,24.880181558000913,1.0303038640049635,2.286011618001794,1.5987517750036204,0.002216822002083063,12.201123231003294,42.0032915289994,3.990199911640957e-05,0.013474519806183064,1.1072621966177532,0.10283289701646266,1.868370840356564e-05,118650.0,42.0032915289994,706.1946557097979,,,,,,,,,,,,,,
11.0,,25861.0,30690.0,4829.0,28115.0,28116.0,28115.25,0.07243802398443222,0.00020658455541706648,0.01,0.0015393530204892154,0.0,0.0,0.0,0.04812062904238701,0.12040330879903356,88.7075424194336,90.21875,316.7901306152344,2e-05,11.0,0.0,-0.734375,1.0,-1.0,-0.734375,1.0,-1.0,-0.020236870273947716,1.499993920326233,-1.499993920326233,-0.020236870273947716,1.499993920326233,-1.499993920326233,222.5124969482422,501.0,126.0,0.0,222.5124969482422,501.0,126.0,0.0,0.0,1183.25,2019.0,1106.0,0.0,3.462199674686417e-05,3.8935294151306152,5.236710071563721,2.6631174087524414,0.25,17.202546098997118,0.9238635509973392,2.294953106997127,1.510668966002413,0.002227191005658824,12.227759209003125,34.1665676670018,3.7534999137278646e-05,0.013432825299458596,0.9663808830401167,0.10872888564927508,1.980411881148864e-05,112461.0,34.1665676670018,822.8877502130193,,,,,,,,,,,,,,
12.0,,26667.0,34838.0,8171.0,30185.0,30186.0,30185.75,0.06187776103615761,0.00016449601731437726,0.01,0.0,0.0,0.0,0.0,0.0007453542202711105,0.12683946408088903,88.7075424194336,90.21875,337.4653015136719,2e-05,12.0,0.0,-0.8600000143051147,-0.20000000298023224,-1.0,-0.8600000143051147,-0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,299.4375,1317.0,118.0,0.0,299.4375,1317.0,118.0,0.0,0.0,1209.8499755859375,2250.0,1103.0,0.05000000074505806,3.1998999475035816e-05,8.095922470092773,12.901410102844238,4.038117408752441,0.25,25.651258956000675,0.9651124869997147,2.47240140500071,1.6823036709974986,0.002235829997516703,12.5302563380028,43.307997468000394,3.990300319856033e-05,0.013932929204984956,1.0708102256731653,0.10377625483881302,1.8517263920199953e-05,120743.0,43.307997468000394,697.0017494414001,,,,,,,,,,,,,,
13.0,,26598.0,31531.0,4933.0,28912.0,28913.0,28912.75,0.08507608622312546,0.0002671750071749557,0.01,-0.0008560408279299735,0.0,0.0,0.0,0.042592886835336685,0.12313382838985817,88.7075424194336,90.21875,319.75636291503906,2e-05,13.0,0.0,-0.8843749761581421,0.75,-1.0,-0.8843749761581421,0.75,-1.0,0.00899535696953535,1.499993920326233,-1.4999982118606567,0.00899535696953535,1.499993920326233,-1.4999982118606567,289.0375061035156,949.0,114.0,0.0,289.0375061035156,949.0,114.0,0.0,0.0,1156.5999755859375,1287.0,1101.0,0.0,3.532700065989047e-05,6.091767311096191,9.446560859680176,3.2143714427948,0.25,21.13046188899898,0.988230773997202,2.3112975340045523,1.5808731259967317,0.002275027996802237,12.31987772800494,38.33762901299633,3.798299439949915e-05,0.013669342469989293,0.9138287371447901,0.10652633983281545,1.9671494382255554e-05,115651.0,38.33762901299633,754.1611399650894,,,,,,,,,,,,,,
14.0,-0.39580016141864144,28261.0,33078.0,4817.0,30305.0,31070.0,30497.75,0.06865993142127991,0.00024228714963101086,0.01,-0.00022366143763065323,0.0,0.0,0.0,0.03896484151482582,0.1303692566843132,88.7075424194336,90.21875,347.62962341308594,2e-05,14.0,0.0,-0.78125,1.0,-1.0,-0.78125,1.0,-1.0,-0.026371117681264877,1.499993920326233,-1.499993920326233,-0.026371117681264877,1.499993920326233,-1.499993920326233,312.88751220703125,2250.0,112.0,0.012500000186264515,312.88751220703125,2250.0,112.0,0.012500000186264515,0.0,1212.0,2117.0,1105.0,0.0,3.983799979323521e-05,10.236783981323242,21.495315551757812,5.4309892654418945,0.25,33.284512170997914,0.992992186002084,2.3124287520040525,1.7094637599948328,0.002254388004075736,12.319647868003813,50.62588565700571,5.190200317883864e-05,0.01401303178099067,1.3297316196315734,0.10098817017651968,1.8479953472598273e-05,121991.0,50.62588565700571,602.4141524481096,424.1696049900056,,,,,,,,,,,,,
15.0,,26758.0,33267.0,6509.0,29896.0,30974.0,30165.75,0.06294161826372147,0.0003777311868179823,0.01,-0.002945577772334218,0.0,0.0,0.0,0.04147309064865112,0.10790216076771617,88.7075424194336,90.21875,340.0729217529297,2e-05,15.0,0.0,-0.8125,-0.5,-1.0,-0.8125,-0.5,-1.0,0.015738245099782944,1.499993920326233,-1.499993920326233,0.015738245099782944,1.499993920326233,-1.499993920326233,340.6875,2250.0,118.0,0.012500000186264515,340.6875,2250.0,118.0,0.012500000186264515,0.0,1167.5999755859375,1286.0,1101.0,0.0,3.990299592260271e-05,10.634986877441406,21.412763595581055,4.345362186431885,0.25,33.37770039399766,10.64956595300464,2.381227936995856,1.6727231330005452,0.0021755130001110956,14.701301831999444,62.78931362000003,3.862300218315795e-05,0.013862767650402735,1.2246450337184978,0.121837695333279,1.8029661123220005e-05,120663.0,62.78931362000003,480.4280897632145,,,,,,,,,,,,,,
16.0,,29916.0,30753.0,837.0,30248.0,30249.0,30248.75,0.07391566038131714,0.00040678362573089545,0.01,-0.0025844335183501242,0.0,0.0,0.0,0.05276454612612724,0.1289114078557031,88.7075424194336,90.21875,332.34864807128906,2e-05,16.0,0.0,-0.699999988079071,1.0,-1.0,-0.699999988079071,1.0,-1.0,0.024675987660884857,1.4999982118606567,-1.499993920326233,0.024675987660884857,1.4999982118606567,-1.499993920326233,315.13751220703125,1069.0,113.0,0.0,315.13751220703125,1069.0,113.0,0.0,0.0,1197.300048828125,2003.0,1104.0,0.0,3.868700150633231e-05,7.467949867248535,10.56741714477539,4.44231653213501,0.25,22.48724034600309,0.9471967210047296,2.4855466809967766,1.6428890050010523,0.002063003004877828,12.342798248995678,39.91147611899942,3.833499795291573e-05,0.013578156163486527,0.8919614591251077,0.10201081242196519,1.7050316169079945e-05,120995.0,39.91147611899942,757.8960474879659,,,,,,,,,,,,,,
17.0,,26683.0,32174.0,5491.0,28584.0,28624.0,28594.75,0.06675055623054504,0.00042388888832647356,0.01,-2.0412504673004288e-05,0.0,0.0,0.0,0.012205766513943672,0.12242647273074685,88.7075424194336,90.21875,322.8168487548828,2e-05,17.0,0.0,-0.887499988079071,-0.5,-1.0,-0.887499988079071,-0.5,-1.0,-0.017868738621473312,0.8660224080085754,-0.8660224080085754,-0.017868738621473312,0.8660224080085754,-0.8660224080085754,274.4375,1163.0,119.0,0.0,274.4375,1163.0,119.0,0.0,0.0,1155.300048828125,1285.0,1103.0,0.0,3.948600351577625e-05,6.349854946136475,11.520395278930664,3.3489575386047363,0.25,23.100845216999005,0.9092321739954059,2.3097574259954854,1.5443521909983247,0.0019986210027127527,12.239122816994495,40.109261817000515,3.9391001337207854e-05,0.013502060614258952,1.0521906270552952,0.10700498183228123,1.7473670889872726e-05,114379.0,40.109261817000515,712.9213728855007,,,,,,,,,,,,,,
18.0,,28087.0,32519.0,4432.0,29728.0,29729.0,29728.5,0.06695067882537842,0.0003942741376522463,0.01,-0.00014079935848712935,0.0,0.0,0.0,0.02488572895526886,0.12768574356048085,88.7075424194336,90.21875,324.61126708984375,2e-05,18.0,0.0,-0.862500011920929,-0.5,-1.0,-0.862500011920929,-0.5,-1.0,0.01829950325191021,0.49999797344207764,-1.499993920326233,0.01829950325191021,0.49999797344207764,-1.499993920326233,309.7749938964844,856.0,133.0,0.0,309.7749938964844,856.0,133.0,0.0,0.0,1176.6500244140625,1288.0,1101.0,0.0,3.7343001167755574e-05,7.376314640045166,8.533208847045898,4.827269554138184,0.25,20.643561067998235,1.0154223029967397,2.2791203960005078,1.6096941249998054,0.0021258799970382825,12.223907162006071,37.777577016997384,3.5709999792743474e-05,0.013536624156952127,0.833006257283441,0.10279619861417555,1.787745763356949e-05,118914.0,37.777577016997384,786.9350643272903,,,,,,,,,,,,,,
19.0,,26434.0,31579.0,5145.0,29787.0,30514.0,29969.5,0.06788850575685501,0.0005588189375703224,0.01,0.0009551653079688541,0.0,0.0,0.0,0.046804048120975494,0.12780298188773379,88.7075424194336,90.21875,339.48699951171875,2e-05,19.0,0.0,-0.762499988079071,1.0,-1.0,-0.762499988079071,1.0,-1.0,-0.1066419705748558,1.499993920326233,-1.499993920326233,-0.1066419705748558,1.499993920326233,-1.499993920326233,305.67498779296875,2250.0,112.0,0.012500000186264515,305.67498779296875,2250.0,112.0,0.012500000186264515,0.0,1192.800048828125,1986.0,1099.0,0.0,3.881500015268102e-05,11.120342254638672,21.55653190612793,2.8996639251708984,0.25,33.42864949599607,0.9203195469963248,2.427116594000836,1.71376286099985,0.0021336869976948947,12.344191030999355,50.84002540400252,3.564699727576226e-05,0.014295891331185456,1.3670012879690876,0.10297294775521242,1.7798820448246506e-05,119878.0,50.84002540400252,589.4863301472814,,,,,,,,,,,,,,
20.0,,27522.0,31900.0,4378.0,29576.0,29577.0,29576.5,0.063140369951725,0.0004423234008572764,0.01,0.0008864718675613396,0.0,0.0,0.0,0.05717821419239044,0.11644897635419477,88.7075424194336,90.21875,337.7002258300781,2e-05,20.0,0.0,-0.6937500238418579,1.0,-1.0,-0.6937500238418579,1.0,-1.0,0.023280467838048935,1.4999982118606567,-1.499993920326233,0.023280467838048935,1.4999982118606567,-1.499993920326233,273.92498779296875,978.0,108.0,0.0,273.92498779296875,978.0,108.0,0.0,0.0,1204.9000244140625,2208.0,1099.0,0.0,3.785399894695729e-05,6.793787002563477,9.896503448486328,4.9211297035217285,0.25,22.141923440001847,0.9462080049997894,2.3089414700007183,1.5922957209986635,0.0020292100016376935,13.350608895998448,40.34576363599626,3.491100505925715e-05,0.013459129046698083,1.0104008140915326,0.11284811333320752,1.7152215455156067e-05,118306.0,40.34576363599626,733.0757267811883,,,,,,,,,,,,,,
21.0,,26541.0,32728.0,6187.0,28453.0,28878.0,28623.25,0.07081720978021622,0.0005970540086855181,0.01,-0.00039437320316210373,0.0,0.0,0.0,0.03406539931893349,0.1027140184034364,88.7075424194336,90.21875,336.17755126953125,2e-05,21.0,0.0,-0.8374999761581421,0.75,-1.0,-0.8374999761581421,0.75,-1.0,0.04244925081729889,0.8660241961479187,-1.499993920326233,0.04244925081729889,0.8660241961479187,-1.499993920326233,284.36248779296875,1662.0,127.0,0.0,284.36248779296875,1662.0,127.0,0.0,0.0,1146.800048828125,1286.0,1097.0,0.0,3.811100032180548e-05,7.551901817321777,16.29620361328125,3.232323169708252,0.25,28.209971800999483,1.1065165220061317,2.533987723996688,1.5911205709999194,0.0018929240031866357,14.614867124000739,48.06197375299962,3.635100438259542e-05,0.013897099132697365,1.2400532683194638,0.1276485647506899,1.6533098121165797e-05,114493.0,48.06197375299962,595.5487834748689,,,,,,,,,,,,,,
22.0,,28193.0,31233.0,3040.0,30073.0,30076.0,30075.0,0.07508308440446854,0.0006631058955099434,0.01,-0.0005346566438674923,0.0,0.0,0.0,0.12150383740663528,0.12456709630064887,88.7075424194336,90.21875,334.49346923828125,2e-05,22.0,0.0,-0.7718750238418579,0.75,-1.0,-0.7718750238418579,0.75,-1.0,0.0341046042740345,1.499993920326233,-0.9209389686584473,0.0341046042740345,1.499993920326233,-0.9209389686584473,335.3999938964844,1252.0,133.0,0.0,335.3999938964844,1252.0,133.0,0.0,0.0,1168.3499755859375,1282.0,1097.0,0.0,4.207900201436132e-05,8.829713821411133,12.247758865356445,5.1348161697387695,0.25,24.54608372900111,0.9828037249972112,2.5166177850042004,1.670599030003359,0.0021226780008873902,12.694053904000612,42.41596568300156,3.990199911640957e-05,0.013886941230285612,0.9148063405262787,0.10551998257689618,1.7644871162821198e-05,120300.0,42.41596568300156,709.0490459363212,,,,,,,,,,,,,,
23.0,,27474.0,30167.0,2693.0,29357.0,29448.0,29380.0,0.06322866678237915,0.0008368748862994836,0.01,0.0005000574514269827,0.0,0.0,0.0,0.042699795216321945,0.1254535361180969,88.7075424194336,90.21875,321.3259582519531,2e-05,23.0,0.0,-0.875,-0.5,-1.0,-0.875,-0.5,-1.0,-0.006952852476388216,0.8660224080085754,-1.499993920326233,-0.006952852476388216,0.8660224080085754,-1.499993920326233,308.04998779296875,922.0,125.0,0.0,308.04998779296875,922.0,125.0,0.0,0.0,1160.949951171875,1281.0,1107.0,0.0,3.9582999306730926e-05,6.543164253234863,9.142020225524902,5.215625762939453,0.25,20.946507615000883,0.9927328810008476,2.2977197880027234,1.556229338995763,0.0021020380008849315,12.285800907004159,38.08491416199831,3.7919002352282405e-05,0.013242251012557549,0.849963788954751,0.10454221329989924,1.7886640579347614e-05,117520.0,38.08491416199831,771.4340611358341,,,,,,,,,,,,,,
24.0,,26243.0,34072.0,7829.0,30899.0,30900.0,30899.75,0.07984685152769089,0.000845382396943551,0.01,0.0007788729667663572,0.0,0.0,0.0,0.03845340758562088,0.13092929405440065,88.7075424194336,90.21875,334.89263916015625,2e-05,24.0,0.0,-0.47187501192092896,1.0,-1.0,-0.47187501192092896,1.0,-1.0,0.01246867049485445,1.499993920326233,-1.4999982118606567,0.01246867049485445,1.499993920326233,-1.4999982118606567,269.6875,1150.0,118.0,0.0,269.6875,1150.0,118.0,0.0,0.0,1275.300048828125,2250.0,1101.0,0.05000000074505806,3.763099812204018e-05,6.764179229736328,11.162067413330078,3.101085901260376,0.25,22.95437622100144,0.967557472999033,2.340429147996474,1.727988753002137,0.0019234529972891323,12.428313992000767,40.42431569100154,3.823800216196105e-05,0.013980604640831536,1.0639340079259068,0.10055351574042481,1.5562043360295248e-05,123599.0,40.42431569100154,764.3852337833956,,,,,,,,,,,,,,
25.0,,28638.0,32414.0,3776.0,30825.0,30826.0,30825.75,0.06582807004451752,0.0009345179235970138,0.01,-0.00126651962287724,0.0,0.0,0.0,0.032160378992557526,0.13155213172246236,88.7075424194336,90.21875,339.3782043457031,2e-05,25.0,0.0,-0.925000011920929,-0.5,-1.0,-0.925000011920929,-0.5,-1.0,0.021685650572180748,0.8660224080085754,-1.499993920326233,0.021685650572180748,0.8660224080085754,-1.499993920326233,362.38751220703125,1465.0,118.0,0.0,362.38751220703125,1465.0,118.0,0.0,0.0,1178.9000244140625,1286.0,1104.0,0.0,3.503899642964825e-05,10.185245513916016,14.308573722839355,6.6361308097839355,0.25,26.12508335700113,1.0064152819977608,2.319340756999736,1.706081850999908,0.001978139000129886,12.339935805997811,43.502687377993425,3.7726000300608575e-05,0.013836499120053105,0.90114460891315,0.10007814737676951,1.6042910554730103e-05,123303.0,43.502687377993425,708.5941549347531,,,,,,,,,,,,,,
